i,cpu_mj,gpu_mj,ane_mj,dram_mj,time_s
0,1754.9343348502491,0.9659333379641897,0.0,478.1370022922739,0.5167249579972122
1,1749.9576772420037,0.9631941360465022,0.0,476.78109734301853,0.5152596249972703
2,1765.8187969550952,0.9719242543216247,0.0,481.1025058892042,0.5199297919971286
3,1744.1414360162792,0.9599928189430628,0.0,475.1964453768161,0.5135470839959453
4,1751.8730274703044,0.9642483638900475,0.0,477.3029401255735,0.5158235830022022
5,1770.1285132468035,0.9742963650956062,0.0,482.2767007223251,0.5211987500006217
6,1761.33035229714,0.969453769674633,0.0,479.8796159889433,0.5186082090003765
7,1753.9604561917195,0.9653973054501949,0.0,477.8716661978465,0.5164382080038195
8,1755.9675055029504,0.9665020053823559,0.0,478.4184926642661,0.517029165996064
9,1753.8309770174315,0.9653260388229865,0.0,477.83638921737827,0.5164000840013614
10,1754.0766355703217,0.9654612517373848,0.0,477.9033196100055,0.5164724159985781
11,1756.588176151927,0.9668436286897564,0.0,478.5875962014294,0.5172119170019869
12,1756.3210022613841,0.96669657351921,0.0,478.51480389200896,0.5171332500030985
13,1761.6994107051369,0.9696569030984089,0.0,479.9801670337124,0.5187168749980628
14,1754.4680583884178,0.9656766947552406,0.0,478.0099639038441,0.5165876669998397
15,1774.3585599785927,0.9766246249502579,0.0,483.42918935037767,0.5224442500039004
16,1748.1307691525826,0.962188587637126,0.0,476.2833508803774,0.5147217080011615
17,1751.65354389843,0.9641275579459169,0.0,477.24314118322883,0.5157589579976047
18,1750.447303023146,0.9634636309533715,0.0,476.91449732191893,0.5154037909960607
19,1744.4536070151348,0.9601646409702191,0.0,475.2814972802585,0.5136389999970561
20,1753.692293957126,0.9652497062852385,0.0,477.79860461119307,0.5163592499957304
21,1756.044916544988,0.9665446131909476,0.0,478.43958352951904,0.5170519589955802
22,1758.8267386074654,0.9680757557625359,0.0,479.19749910245525,0.5178710420004791
23,1752.6821873344052,0.9646937335389036,0.0,477.52339810175727,0.5160618329973659
24,1766.5958315849296,0.9723519419215563,0.0,481.3142112511703,0.5201585830000113
25,1772.717739954104,0.9757215012653548,0.0,482.98214312635065,0.5219611249995069
26,1752.9806340260623,0.9648580015706766,0.0,477.6047107774849,0.5161497079971014
27,1751.227173545069,0.9638928794565556,0.0,477.126975330995,0.5156334170023911
28,1751.2059468821633,0.9638811960898637,0.0,477.1211920644825,0.5156271669984562
29,1757.8863946286374,0.9675581810702719,0.0,478.9412996297846,0.5175941659981618
